Vector (48)  is as follows

     |        1  |
------------------
  20 |    0.03076    -0.02886     -0.1803    -0.07647      0.3089 
  21 |   -0.08385      0.2086     -0.2552     0.09204      0.1571 
  22 |    -0.1721      0.0605    -0.03704    -0.05477     -0.1645 
  23 |   -0.02151    -0.02629      0.1643     0.02417     -0.1614 
  24 |     0.2579    -0.07011      0.1755     0.01856    -0.07032 
  25 |     0.1073     0.09076    -0.03941     0.01433        0.16 
  26 |     -0.235      0.1318     -0.1262     0.04892     0.03089 
  27 |    -0.2113      0.1665     0.08792     0.04367    -0.05032 
  28 |    -0.1565     -0.2199    -0.08088     -0.3363  -0.0007569 
  29 |     0.4663     0.03611    -0.06717     0.01822     -0.3273 
  30 |    0.03311     -0.4186    -0.04924     -0.1046     0.03102 
  31 |    -0.2126    0.003038      0.3901      0.1537      0.1603 
  32 |     0.3072       0.165     0.06301      0.0831      0.2187 
  33 |    -0.2076      0.1856     -0.3248      0.1588     0.01667 
  34 |    -0.1211    -0.02753    -0.05901      -0.418    0.003005 
  35 |   -0.03536      0.2212      0.2233     -0.1341     -0.1678 
  36 |     0.1045     -0.0356    -0.09994      0.0617     -0.1628 
  37 |  -0.001324    -0.09543     -0.0847      0.2579    -0.03121 
  38 |    0.05052     -0.1885   -0.005264       0.125     0.01324 
  39 |   -0.01872     -0.2023     0.04038    -0.01106      0.1509 
  40 |    0.01403     0.05815     -0.0222      0.1341      0.2823 
  41 |    0.03114      0.1263     0.06004    -0.07148     0.01137 
  42 |   -0.07114     0.05711      0.1491     -0.1237     -0.1444 
  43 |   -0.02338      0.1307     0.05397      -0.166     -0.1476 
  44 |   -0.04162     0.06447    -0.04121    -0.04472     -0.1193 
  45 |   0.005393    -0.05849     -0.1351       0.123    -0.03403 
  46 |    0.06934     -0.1686     -0.0705      0.1625     0.08573 
  47 |    0.09081     -0.1637    -0.03694     0.08367      0.2515 


     |      15    |      16    |      17    |      18    |      19    |
----------------------------------------------------------------------
   0 |   0.005085     0.05527     0.02928    -0.04004    -0.01539 
   1 |    -0.1221     0.01731     -0.1093    -0.09678    -0.08669 
   2 |   -0.02208     -0.1601    -0.06771      0.2283    -0.05007 
   3 |     0.1118     -0.1301    -0.02494    -0.02564     -0.2073 
   4 |    0.04258     -0.1362    -0.09042     -0.1027      -0.225 
   5 |     0.1114    -0.08232     -0.0989    -0.07106      0.1027 
   6 |    -0.1451     -0.1135      0.1258     -0.1632     -0.1035 
   7 |    -0.1433    -0.07591      0.0877       0.281     0.08092 
   8 |     0.1827     0.02097      0.0198      0.1425     0.07682 
   9 |   -0.03079       0.223     0.06691    0.005493    -0.06797 
  10 |   -0.07281      0.2705      0.1414     -0.1259     0.06016 
  11 |    0.06282      0.2276     -0.1197      -0.102      0.1545 
  12 |     0.2145     -0.1451     0.01153      0.1404    -0.04379 
  13 |   -0.05067      -0.197     -0.1093     -0.2434      0.0521 
  14 |    -0.3915    -0.02549    -0.02012     0.05421    0.006512 
  15 |    -0.1114    -0.03605      0.1244      0.2042    0.004997 
  16 |     0.4455      0.1104      0.1962   -0.002764    -0.04353 
  17 |     0.1538   -0.001901    0.002073     0.06534   0.0004184 
  18 |    -0.1491      0.0136     -0.2809     -0.1263    -0.02357 
  19 |   -0.06308      0.1041     -0.2361   -0.005191   -0.007751 
  20 |  -0.001481     -0.3304     -0.1006     -0.1447      0.1587 
  21 |     0.1503    -0.04557       0.317     0.06765      0.1215 
  22 |   -0.05623      0.1208       0.187     0.02432     -0.2974 
  23 |   -0.06524     0.09715     -0.2369   -0.003878    -0.01769 
  24 |    -0.1472     0.07521     0.03129       0.281     0.08848 
  25 |   -0.07693    -0.08572      0.1845     -0.1743     -0.1285 
  26 |     0.1393    -0.05853      0.2274     -0.1033     0.07571 
  27 |    0.03443      0.3179      -0.105     0.01186      0.2448 
  28 |     0.2238    -0.06937     -0.3597     0.07365     -0.3758 
  29 |    -0.1485      0.1089      0.1528     0.05192     0.04527 
  30 |      0.135    -0.05601    -0.02977     -0.3938      0.4037 
  31 |    -0.1479     -0.3064     0.05948    -0.01733    -0.08114 
  32 |    0.05976     -0.1487    -0.03465      0.2187     -0.1812 
  33 |    -0.1064       0.308     -0.2545    -0.01705    -0.07216 
  34 |    -0.2145      0.0838      0.2311     0.09324      0.0868 
  35 |     0.1913     -0.1729      0.0568    -0.04524     0.08196 
  36 |    0.09493    -0.02134     -0.1176      0.1729      0.1796 
  37 |   -0.01681    0.002158    -0.05573     -0.1106     -0.0788 
  38 |    -0.1372    -0.05799     0.08074     -0.1406     -0.1453 
  39 |   -0.09818    -0.09764      0.0559      0.2272      0.0854 
  40 |     0.2067      0.1928     -0.1255      0.1579    -0.08187 
  41 |     0.1054      0.1812      0.1754     -0.1896     -0.2274 
  42 |     -0.112    -0.07146     0.04845      -0.193    -0.04535 
  43 |   -0.01748    -0.06768    0.005395      -0.023     0.03711 
  44 |   -0.09288     -0.1161     -0.1854     0.08044      0.2132 
  45 |    0.07923    -0.09261    -0.02717      0.1746      0.1017 
  46 |    0.01655     0.07536     0.03294    -0.05803     0.02156 
  47 |   -0.05099     0.09415     0.09654    -0.05947     -0.2331 


     |      20    |      21    |      22    |      23    |      24    |
----------------------------------------------------------------------
   0 |    0.08347   -0.007904     -0.0222    -0.08691    -0.08209 
   1 |     0.1959      0.1425      0.1874    -0.01971     0.05516 
   2 |   0.002455      0.1259       0.304      0.1585      0.2346 
   3 |    -0.2131    0.008928      0.3843     -0.1431     -0.1464 
   4 |   -0.01961      0.2522      0.1767    -0.01741    -0.08135 
   5 |   -0.08957    -0.02235      0.2284      0.1487       0.161 
   6 |  -0.004368     -0.1112    -0.05672     0.07247     0.01173 
   7 |     0.1005    -0.05107     -0.1694     0.04225     0.07423 
   8 |   0.008107     -0.1615    -0.08918     0.04963     -0.2521 
   9 |    -0.1711    -0.04634     -0.2735     -0.2286    -0.09228 
  10 |    0.02554    -0.04775    -0.09327      -0.106      0.2255 
  11 |      0.011      0.0706    -0.02162     0.09362     -0.1113 
  12 |    0.05218      0.2443    -0.04827      0.1048     -0.1053 
  13 |    -0.1005    -0.07445    -0.01134    -0.02967      0.2701 
  14 |     0.1003     -0.3385     0.08883     -0.1204     -0.0326 
  15 |   -0.05697      0.2604    -0.03327      0.1372     -0.2826 
  16 |    0.09213       0.147    -0.06555     -0.1855      0.1444 
  17 |   -0.07269    -0.09244     0.02267      0.2404      0.2966 
  18 |       0.23     -0.2629       0.181     0.01453    -0.06356 
  19 |    0.08516      0.0413    -0.09856     0.09055     -0.1386 
  20 |    -0.3677      0.2284    -0.07346    -0.05418    -0.06305 
  21 |   0.002861    -0.08267   -0.008535     -0.1421      0.1232 
  22 |     0.1591     -0.1295      0.1058     0.04997     -0.0566 
  23 |    0.08456      0.0525    -0.07835     0.09267     -0.1351 
  24 |    -0.3359    -0.03993      0.1672     -0.1576      -0.019 
  25 |   -0.01158    -0.01764     -0.1909    -0.04774      0.1401 
  26 |     0.2689     -0.0099    -0.01498      0.2932     -0.2417 
  27 |    0.01783      0.2335      0.2153     -0.4508   -0.002202 
  28 |    -0.1273     -0.2132     -0.2637    -0.07846        0.14 
  29 |    -0.1402     0.09241    -0.07137      0.2505     0.05425 
  30 |     0.1491    -0.07553      0.1478     0.07621     0.01711 
  31 |   -0.08536     0.05603    -0.06029   0.0004157     -0.1604 
  32 |     0.3541    -0.01941     0.03199     -0.2358      0.0237 
  33 |   -0.05828      0.2804     -0.1521      0.2185      0.1959 
  34 |    -0.2029    -0.08591       0.182      0.1165     0.08019 
  35 |   -0.02488     -0.1855    -0.02575    -0.05975     0.09454 
  36 |    0.09878    -0.06415      0.0124     0.05975     -0.2639 
  37 |   -0.05294    -0.06181    -0.03286     -0.1923       -0.15 
  38 |    0.03583      0.1343     -0.1382      0.0377     0.08251 
  39 |     0.2055      0.1451     0.09904     -0.0919      0.2163 
  40 |    -0.1473     -0.1632      0.1275      0.1973     0.05564 
  41 |    -0.1653     -0.1504      0.2387      0.1009     -0.1672 
  42 |   -0.02924      0.1496    -0.04654      -0.194     -0.1218 
  43 |     0.1703     0.09867     -0.1405     0.03272      0.0974 
  44 |  -0.005694    -0.06806    -0.07661    -0.02882     0.05033 
  45 |   -0.03277     -0.0801    -0.05874    -0.07036    -0.02823 
  46 |    -0.1345    -0.05412    -0.07003     0.07906     -0.0863 
  47 |     0.1312      0.1987      0.1643     0.02359     0.09735 


     |      25    |      26    |      27    |      28    |      29    |
----------------------------------------------------------------------
   0 |   -0.02934     0.05693      0.1632     -0.1912      0.2686 
   1 |    -0.2331    -0.01967      0.1069       0.154      0.4395 
   2 |   -0.02899    -0.03908     0.04959     0.03177      0.3477 
   3 |     0.1069      0.1423      0.1887      0.2951     -0.1362 
   4 |     -0.191      0.1282    -0.03729     -0.2217     -0.3397 
   5 |    0.04101      0.1073     -0.3062     -0.2132     -0.2422 
   6 |    0.08937     -0.3038     -0.3226     0.08258    -0.06978 
   7 |     0.1141     -0.2331      0.1426      0.1356    -0.06429 
   8 |     0.1514     0.03819     0.08295     0.08201      0.1536 
   9 |   -0.08794     -0.1073     -0.1231     -0.1311     0.03887 
  10 |    0.05305      0.1806      0.2775      0.2074     -0.2582 
  11 |    -0.1894      0.2606      -0.139      0.1274     0.01512 
  12 |    0.08977      -0.155     0.06082     -0.4447    -0.01558 
  13 |     0.1578    -0.04696     0.02765     0.01389     0.01144 
  14 |     -0.147    -0.08647    -0.04168     -0.1073    -0.01346 
  15 |    -0.1858      0.1111      -0.257      0.2177    -0.03165 
  16 |     0.2316      0.0888      0.0413      0.1185      0.1615 
  17 |      -0.25    -0.08011      0.1429     -0.1812     0.04112 
  18 |     0.1422      0.0457       0.109    -0.02121    -0.02152 
  19 |     0.2618     -0.1028    -0.07603   -0.002061     0.01071 
  20 |    0.01789    -0.04927     0.06158      0.1927     0.09028 
  21 |    -0.1907     -0.1769     0.05749     -0.1285    -0.04179 
  22 |    -0.1074      0.3189    0.006733    -0.02072    -0.09919 
  23 |     0.2595      -0.109    -0.08187    0.004033   -0.001745 
  24 |    -0.2035    -0.08385    -0.04551      0.0682    0.004976 
  25 |    0.01563      0.2107       0.121     -0.0844    -0.09508 
  26 |   0.008279    0.002474    -0.04636      0.1597     0.04383 
  27 |    0.06314    -0.09116     -0.1136      -0.131    0.003156 
  28 |    -0.1288    -0.05776     0.01436     0.08345     0.05092 
  29 |   -0.07455      0.1142     0.08646    -0.02797     0.06758 
  30 |    -0.1092    -0.06216   -0.008415    -0.04248     0.02262 
  31 |     0.1912      0.1127      0.2329       -0.15    -0.02691 
  32 |   -0.04843  -0.0004151     -0.2685     0.05575    -0.03119 
  33 |   -0.05644    -0.07378     0.04921     0.01594      -0.111 
  34 |      0.319      0.1057    -0.07753     -0.0929      0.1507 
  35 |    -0.1108     -0.0552     -0.2497      0.2678    -0.02826 
  36 |    -0.2261     -0.1485      0.3871    0.006683     -0.2166 
  37 |    0.01163      0.1641     0.02838     -0.1954       0.254 
  38 |   -0.06109     0.09619     -0.1823    -0.03552      0.2096 
  39 |     0.2055    -0.00131     0.03453     0.03377     -0.1365 
  40 |     0.1672      0.0548    -0.04173      0.1175     -0.0236 
  41 |   -0.03474     -0.3063     0.01656    -0.09599     0.06387 
  42 |  -0.007427     -0.1766     0.09347      0.1339    -0.05781 
  43 |    -0.1027     0.02768    -0.01609     0.01635    -0.03497 
  44 |     -0.106      0.2051     0.02726     0.03651    -0.01313 
  45 |    0.08478        0.22     -0.1502     -0.1538    -0.04591 
  46 |    0.04336    -0.07909    -0.03175    -0.01216    -0.08798 
  47 |    0.03447     -0.2648     0.05496      0.1147     -0.1455 


     |      30    |      31    |      32    |      33    |      34    |
----------------------------------------------------------------------
   0 |     0.3691     0.01182    -0.04751     0.07721     -0.3383 
   1 |      0.205      0.1119    0.007157      0.1868      0.1962 
   2 |   -0.03086     0.08651     -0.1206     -0.4359    0.002424 
   3 |    -0.1517    -0.09757     -0.1525     -0.1236     -0.2022 
   4 |    0.01562      0.1205      0.3451     0.05107    -0.04006 
   5 |    0.09868      0.1678    -0.02936     0.01413     -0.0304 
   6 |   -0.05025     -0.1338     -0.3443      0.1665      0.1769 
   7 |    -0.1518    -0.07983      0.1528     0.06436     0.06658 
   8 |    -0.1468     -0.2566      0.2227     -0.1174      0.1161 
   9 |     0.1387    0.003446      0.1782     -0.2751     0.07941 
  10 |     0.2022      0.1816     -0.2483      0.1415     -0.1306 
  11 |    -0.4387    0.009973    -0.01469     0.04349     -0.0532 
  12 |   -0.06387    -0.07352     -0.1433     0.06501     0.01289 
  13 |      0.216     -0.1164      0.2185      0.1943      0.1164 
  14 |    -0.0826      0.1221      0.0534    -0.07383     -0.3337 
  15 |     0.3421     0.06739     -0.1153     -0.1027      0.2877 
  16 |    -0.1295      0.1546     0.01285     0.09122     0.05767 
  17 |   -0.04201     -0.2947    -0.06259    0.002135     -0.1205 
  18 |    -0.1903     0.03846     0.03367    -0.04343      0.1868 
  19 |    0.06865      0.1319    -0.05172     -0.1125     -0.1301 
  20 |    0.06237     -0.2028     0.01972      0.1046     -0.2102 
  21 |    -0.1093      0.3451    -0.04206    -0.06392     0.06699 
  22 |    0.08899     -0.4037     0.03486     0.01405      0.1815 
  23 |    0.06934       0.139    -0.04536     -0.1253     -0.1332 
  24 |    -0.0975     0.06955      0.1161      0.2939     0.02266 
  25 |    0.06627    -0.07415    -0.08181     -0.3835      0.0897 
  26 |     0.0209      0.1024     0.07807       0.257     -0.1986 
  27 |    0.01633      -0.188    0.007116    -0.01043      0.0754 
  28 |    0.03788     0.03701    0.001297      0.1457     0.06599 
  29 |    -0.1115      0.0767   0.0006542     -0.0685     -0.1901 
  30 |     0.0757     -0.1088     0.02148      -0.137      0.1208 
  31 |   -0.08598      0.3083    0.008115     0.07938      0.2298 
  32 |    0.06302     -0.1086    -0.06886     0.07379     -0.2196 
  33 |    -0.1174    -0.04642     -0.1454     0.02087     0.05365 
  34 |    0.05521    -0.07982      0.1791       0.102    0.009516 
  35 |   0.004087      0.1362     0.03301     -0.2445    -0.01717 
  36 |     0.1641    -0.06632    -0.08547   -0.004401     0.01685 
  37 |    -0.1056     0.09846    -0.06928     0.03928      0.1207 
  38 |    -0.1714    -0.08715   -0.006253     0.03991      -0.196 
  39 |    0.05551     -0.1251    -0.07062     0.01273     0.04338 
  40 |     0.2485      0.1331      0.1947    -0.06057     -0.0264 
  41 |   -0.02054     0.02773     -0.1793     0.08637     0.07173 
  42 |   -0.04833     -0.0821   -0.003339     -0.1912     -0.1125 
  43 |   -0.03973     0.01273      0.4045   -0.001114    -0.03314 
  44 |    -0.0708     0.07441     -0.1584     0.05833      0.2274 
  45 |    -0.0248    -0.04912      -0.236      0.1023    -0.08835 
  46 |     0.0797    -0.09545     0.06618    -0.06653     -0.0343 
  47 |    -0.1205     0.07001      0.1873    -0.01204     0.05358 


     |      35    |      36    |      37    |      38    |      39    |
----------------------------------------------------------------------
   0 |    0.05633     -0.4066  -0.0009435      0.3656     0.07678 
   1 |     0.2904      0.1005    -0.01941     -0.1138    -0.03209 
   2 |    -0.1915     0.08498     0.03376    -0.05823    -0.04754 
   3 |   -0.03007     -0.1241    -0.07371     -0.2775     0.05456 
   4 |    0.08741      0.0152     -0.1499    -0.01455      0.2635 
   5 |   -0.07639   -0.005828      0.2463        0.15     -0.3774 
   6 |   -0.09433     0.01041   -0.001563      0.2238      0.1507 
   7 |     0.1145      0.1433     -0.3062    -0.01004      0.1371 
   8 |  -0.004621    -0.09332       0.411      0.1009    0.006039 
   9 |   -0.01841     0.05032     -0.1775     -0.2782     -0.1685 
  10 |   -0.09677      0.2421      0.1763     -0.1429     0.07176 
  11 |   -0.04667     -0.2201     -0.2461     0.08644     -0.1494 
  12 |     0.1537      0.1777     0.09041    -0.01658      0.1149 
  13 |   -0.06699     -0.1363    -0.06972     -0.1284     -0.1356 
  14 |    0.05461     0.03884     0.04581      0.1704      0.1138 
  15 |   -0.04328    -0.08553     0.04721   -0.002498   -0.001345 
  16 |   -0.02232    -0.03964    -0.00542      0.1739      0.0434 
  17 |   -0.03422      0.1237    -0.07412    -0.06275     -0.0514 
  18 |     0.1741    -0.01731      0.1172    -0.03384    0.008808 
  19 |   -0.07917    -0.04919    -0.07708     -0.1098    0.008081 
  20 |   -0.05971      0.1251    -0.09405      0.1708     0.07749 
  21 |   -0.01252     -0.1386     0.09509     -0.1621    -0.02644 
  22 |    0.05839     0.07081     0.01829       0.101    -0.03699 
  23 |   -0.08852    -0.05528     -0.0712     -0.0686     0.00719 
  24 |     0.0985    -0.04734      0.1569   -0.009798    -0.05382 
  25 |     -0.025    -0.05545    -0.09802      0.1298     0.06946 
  26 |     0.0108      0.1426    -0.04118     -0.1559     -0.1558 
  27 |   -0.06328     0.07839     0.07682      0.0479      0.2041 
  28 |   -0.04918     -0.1403     0.06519   -0.004447     -0.1378 
  29 |    0.09085    0.007687     -0.1216      0.1248    -0.02663 
  30 |    0.05468     0.03559    -0.05569     -0.1123     0.08483 
  31 |     0.0538    -0.03607      0.1047   -0.008666     0.03488 
  32 |    -0.1986      0.1306    -0.06836     -0.1157    -0.04792 
  33 |     0.2049    -0.05997     0.08853     0.02156   -0.003191 
  34 |     -0.178   -0.001783    -0.04119    -0.03967        -0.1 
  35 |     0.3176    -0.03646    -0.03565      0.1811      0.1656 
  36 |    -0.2537    -0.05945     0.05348     0.06921    -0.08565 
  37 |    -0.1245      0.2862     -0.2545       0.103     -0.1827 
  38 |   -0.07308    -0.07832      0.4185     -0.2677      0.2797 
  39 |     0.2355     -0.4224     -0.1684     -0.0614     -0.1485 
  40 |     0.1305      0.2784    -0.01286      0.1419      0.2529 
  41 |   -0.07902     -0.1918      -0.184    -0.07862      0.1017 
  42 |     0.2152      0.2236      0.2127       0.126     -0.4225 
  43 |    -0.2411    -0.07993     0.01067    -0.05477     0.03219 
  44 |    -0.3016     0.02356    -0.03533     0.06899      0.2377 
  45 |     0.2783      0.1123     -0.1031    -0.06877     -0.1083 
  46 |     0.1083    -0.09503     0.07355     -0.2368     0.05837 
  47 |    -0.2188     0.04686    0.007186      0.3155     -0.1151 


     |      40    |      41    |      42    |      43    |      44    |
----------------------------------------------------------------------
   0 |   -0.08752      0.1393     -0.1997      0.1032    0.001498 
   1 |   -0.02204     -0.1812      0.2167     -0.3749    -0.06881 
   2 |    0.05947    -0.08082    -0.03443      0.4654       0.134 
   3 |    -0.2813      0.1815    -0.06241     -0.2812    0.007938 
   4 |     0.1772     -0.1286     -0.1305      0.1615     -0.0904 
   5 |     0.1439     0.02529      0.1472     -0.1887    -0.02177 
   6 |    -0.3939     -0.1389    -0.08781     0.06183      0.1092 
   7 |     0.2615    -0.01556  -0.0005669    -0.09514     0.07553 
   8 |     0.2528      0.1374     0.00562     -0.1315    -0.02176 
